pass	compression	q	error	size
66	200	0.100	0.000360768	19072
66	200	0.500	0.001069034	19072
66	500	0.001	0.000001905	43000
66	500	0.010	-0.000004226	43000
66	500	0.100	0.000150125	43000
66	500	0.500	-0.000358030	43000
66	1000	0.001	0.000001905	92476
66	1000	0.010	-0.000005327	92476
66	1000	0.100	0.000069169	92476
66	1000	0.500	-0.000012448	92476
67	2	0.001	0.000350875	304
67	2	0.010	0.004424548	304
67	2	0.100	-0.012535786	304
67	2	0.500	-0.001352480	304
67	5	0.001	-0.000061541	724
67	5	0.010	-0.000398205	724
67	5	0.100	-0.002412588	724
67	5	0.500	-0.000102756	724
67	10	0.001	0.000045938	1264
67	10	0.010	-0.000127940	1264
67	10	0.100	0.013877688	1264
67	10	0.500	0.002656474	1264
67	20	0.001	-0.000021541	2140
67	20	0.010	-0.000023189	2140
67	20	0.100	0.000044412	2140
67	20	0.500	-0.001057970	2140
67	50	0.001	-0.000001287	5428
67	50	0.010	-0.000015711	5428
67	50	0.100	-0.000502553	5428
67	50	0.500	-0.001364569	5428
67	100	0.001	-0.000004328	10576
67	100	0.010	0.000007166	10576
67	100	0.100	0.000951954	10576
67	100	0.500	0.003517095	10576
67	200	0.001	-0.000022261	19132
67	200	0.010	-0.000000981	19132
67	200	0.100	-0.000069155	19132
67	200	0.500	0.000156287	19132
67	500	0.001	-0.000022261	42616
67	500	0.010	-0.000028396	42616
67	500	0.100	0.000029763	42616
67	500	0.500	-0.000017591	42616
67	1000	0.001	-0.000022261	92392
67	1000	0.010	-0.000026251	92392
67	1000	0.100	0.000010994	92392
67	1000	0.500	0.000002967	92392
68	2	0.001	0.001390089	304
68	2	0.010	-0.000068036	304
68	2	0.100	0.100899907	304
68	2	0.500	-0.006074851	304
68	5	0.001	-0.000034612	736
68	5	0.010	-0.000223270	736
68	5	0.100	-0.003932346	736
68	5	0.500	0.000524316	736
68	10	0.001	0.000001766	1336
68	10	0.010	0.000107012	1336
68	10	0.100	0.002032131	1336
68	10	0.500	-0.008064831	1336
68	20	0.001	0.000002647	2164
68	20	0.010	0.000307351	2164
68	20	0.100	0.005576123	2164
68	20	0.500	-0.000117189	2164
68	50	0.001	-0.000022275	5368
68	50	0.010	-0.000025094	5368
68	50	0.100	-0.000115861	5368
68	50	0.500	-0.004687360	5368
68	100	0.001	0.000010363	10312
68	100	0.010	0.000108754	10312
68	100	0.100	-0.000094056	10312
68	100	0.500	0.000503079	10312
68	200	0.001	0.000000082	19168
68	200	0.010	-0.000034117	19168
68	200	0.100	0.000032509	19168
68	200	0.500	0.000533452	19168
68	500	0.001	0.000000082	42352
68	500	0.010	-0.000014106	42352
68	500	0.100	-0.000040821	42352
68	500	0.500	0.000000283	42352
68	1000	0.001	0.000000082	92332
68	1000	0.010	-0.000000970	92332
68	1000	0.100	-0.000009173	92332
68	1000	0.500	-0.000033786	92332
69	2	0.001	0.000020879	340
69	2	0.010	-0.000580902	340
69	2	0.100	0.062361804	340
69	2	0.500	0.096537269	340
69	5	0.001	-0.000041585	760
69	5	0.010	0.000686210	760
69	5	0.100	0.000903007	760
69	5	0.500	0.002999040	760
69	10	0.001	0.000209214	1264
69	10	0.010	0.000010179	1264
69	10	0.100	0.001063203	1264
69	10	0.500	-0.022348054	1264
69	20	0.001	-0.000021095	2296
69	20	0.010	-0.000387719	2296
69	20	0.100	0.000766134	2296
69	20	0.500	0.000438245	2296
69	50	0.001	-0.000006918	5524
69	50	0.010	0.000027077	5524
69	50	0.100	-0.000056591	5524
69	50	0.500	-0.001188643	5524
69	100	0.001	-0.000031657	10372
69	100	0.010	0.000033261	10372
69	100	0.100	-0.000786973	10372
69	100	0.500	-0.002077808	10372
69	200	0.001	-0.000018942	18916
69	200	0.010	-0.000024594	18916
69	200	0.100	-0.000027401	18916
69	200	0.500	0.001318895	18916
69	500	0.001	-0.000018942	43072
69	500	0.010	-0.000022340	43072
69	500	0.100	-0.000018038	43072
69	500	0.500	0.000022897	43072
69	1000	0.001	-0.000018942	92416
69	1000	0.010	-0.000005215	92416
69	1000	0.100	-0.000024287	92416
69	1000	0.500	-0.000025893	92416
70	2	0.001	-0.000007941	364
70	2	0.010	0.004954792	364
70	2	0.100	0.033697319	364
70	2	0.500	-0.059622738	364
70	5	0.001	-0.000013179	820
70	5	0.010	0.000020026	820
70	5	0.100	-0.001862512	820
70	5	0.500	0.041467755	820
70	10	0.001	-0.000070973	1216
70	10	0.010	-0.000238101	1216
70	10	0.100	-0.005106483	1216
70	10	0.500	-0.003749223	1216
70	20	0.001	-0.000010537	2248
70	20	0.010	-0.000012748	2248
70	20	0.100	0.005309323	2248
70	20	0.500	-0.001030862	2248
70	50	0.001	-0.000000671	5584
70	50	0.010	-0.000030186	5584
70	50	0.100	0.000645412	5584
70	50	0.500	0.001471741	5584
70	100	0.001	0.000000402	10360
70	100	0.010	0.000053352	10360
70	100	0.100	-0.000027795	10360
70	100	0.500	0.000008402	10360
70	200	0.001	0.000000983	19024
70	200	0.010	-0.000017302	19024
70	200	0.100	-0.000356180	19024
70	200	0.500	0.001346226	19024
70	500	0.001	0.000000983	42904
70	500	0.010	0.000007178	42904
70	500	0.100	-0.000003259	42904
70	500	0.500	0.000040696	42904
70	1000	0.001	0.000000983	92488
70	1000	0.010	0.000001428	92488
70	1000	0.100	0.000000592	92488
70	1000	0.500	-0.000010051	92488
71	2	0.001	0.000425063	388
71	2	0.010	-0.000378820	388
71	2	0.100	0.002212974	388
71	2	0.500	-0.001714561	388
71	5	0.001	0.000216982	712
71	5	0.010	-0.000248873	712
71	5	0.100	-0.004790904	712
71	5	0.500	0.010428997	712
71	10	0.001	-0.000004106	1264
71	10	0.010	-0.000052784	1264
71	10	0.100	0.008040878	1264
71	10	0.500	0.000344981	1264
71	20	0.001	-0.000015925	2260
71	20	0.010	0.000026306	2260
71	20	0.100	-0.000474172	2260
71	20	0.500	-0.011757877	2260
71	50	0.001	-0.000003335	5536
71	50	0.010	0.000226736	5536
71	50	0.100	-0.000055756	5536
71	50	0.500	0.000232069	5536
71	100	0.001	-0.000006640	10564
71	100	0.010	0.000097685	10564
71	100	0.100	-0.000060325	10564
71	100	0.500	-0.000529442	10564
71	200	0.001	-0.000001293	19180
71	200	0.010	0.000002737	19180
71	200	0.100	0.000009892	19180
71	200	0.500	-0.000193456	19180
71	500	0.001	-0.000001293	43024
71	500	0.010	-0.000020822	43024
71	500	0.100	-0.000011998	43024
71	500	0.500	-0.000007675	43024
71	1000	0.001	-0.000001293	92356
71	1000	0.010	0.000007729	92356
71	1000	0.100	-0.000025504	92356
71	1000	0.500	-0.000000465	92356
72	2	0.001	0.000020690	352
72	2	0.010	0.005069532	352
72	2	0.100	-0.008093884	352
72	2	0.500	0.063781115	352
72	5	0.001	0.000222459	796
72	5	0.010	-0.000037184	796
72	5	0.100	-0.011017854	796
72	5	0.500	-0.002755512	796
72	10	0.001	0.000003871	1252
72	10	0.010	-0.000040280	1252
72	10	0.100	-0.000716386	1252
72	10	0.500	-0.018603006	1252
72	20	0.001	-0.000007360	2200
72	20	0.010	0.000071055	2200
72	20	0.100	0.000179386	2200
72	20	0.500	0.000262264	2200
72	50	0.001	-0.000013908	5524
72	50	0.010	0.000286203	5524
72	50	0.100	0.000233122	5524
72	50	0.500	-0.001162967	5524
72	100	0.001	0.000003553	10540
72	100	0.010	0.000171783	10540
72	100	0.100	-0.001266553	10540
72	100	0.500	-0.003079087	10540
72	200	0.001	-0.000003072	18988
72	200	0.010	0.000027738	18988
72	200	0.100	-0.000024866	18988
72	200	0.500	0.000106581	18988
72	500	0.001	-0.000003072	42664
72	500	0.010	-0.000016641	42664
72	500	0.100	0.000096604	42664
72	500	0.500	-0.000417337	42664
72	1000	0.001	-0.000003072	92140
72	1000	0.010	0.000000022	92140
72	1000	0.100	-0.000016184	92140
72	1000	0.500	0.000034137	92140
73	2	0.001	-0.000008648	388
73	2	0.010	-0.000475937	388
73	2	0.100	0.034282703	388
73	2	0.500	0.035198262	388
73	5	0.001	0.000195430	796
73	5	0.010	0.003181587	796
73	5	0.100	-0.003343567	796
73	5	0.500	-0.001111398	796
73	10	0.001	-0.000077113	1288
73	10	0.010	-0.000024555	1288
73	10	0.100	-0.001831396	1288
73	10	0.500	0.004111177	1288
73	20	0.001	-0.000009018	2260
73	20	0.010	0.000003700	2260
73	20	0.100	0.003888704	2260
73	20	0.500	-0.005045679	2260
73	50	0.001	-0.000005671	5524
73	50	0.010	0.000141375	5524
73	50	0.100	0.001488016	5524
73	50	0.500	-0.000869700	5524
73	100	0.001	-0.000009441	10468
73	100	0.010	0.000176063	10468
73	100	0.100	0.000648747	10468
73	100	0.500	0.000110069	10468
73	200	0.001	0.000007367	19168
73	200	0.010	-0.000080788	19168
73	200	0.100	0.000258343	19168
73	200	0.500	-0.000108362	19168
73	500	0.001	0.000007367	43132
73	500	0.010	-0.000001585	43132
73	500	0.100	-0.000137598	43132
73	500	0.500	-0.000469680	43132
73	1000	0.001	0.000007367	92128
73	1000	0.010	0.000005498	92128
73	1000	0.100	0.000018489	92128
73	1000	0.500	-0.000026581	92128
74	2	0.001	0.000286543	340
74	2	0.010	0.000311709	340
74	2	0.100	0.048611115	340
74	2	0.500	0.000720644	340
74	5	0.001	-0.000033609	676
74	5	0.010	0.001848225	676
74	5	0.100	-0.003484192	676
74	5	0.500	0.046536778	676
74	10	0.001	0.000028895	1240
74	10	0.010	0.000479451	1240
74	10	0.100	0.012736010	1240
74	10	0.500	-0.005271192	1240
74	20	0.001	0.000069083	2188
74	20	0.010	0.000493376	2188
74	20	0.100	-0.001256722	2188
74	20	0.500	-0.007466015	2188
74	50	0.001	-0.000003620	5428
74	50	0.010	0.000287178	5428
74	50	0.100	0.001575507	5428
74	50	0.500	-0.003804695	5428
74	100	0.001	-0.000017332	10324
74	100	0.010	0.000072456	10324
74	100	0.100	0.000946002	10324
74	100	0.500	-0.000318905	10324
74	200	0.001	-0.000012795	18952
74	200	0.010	0.000033271	18952
74	200	0.100	-0.000019335	18952
74	200	0.500	0.000126137	18952
74	500	0.001	-0.000012795	42616
74	500	0.010	-0.000008839	42616
74	500	0.100	0.000018037	42616
74	500	0.500	-0.000137129	42616
74	1000	0.001	-0.000012795	92476
74	1000	0.010	-0.000015765	92476
74	1000	0.100	0.000050070	92476
74	1000	0.500	-0.000012801	92476
75	2	0.001	-0.000010354	400
75	2	0.010	0.013624988	400
75	2	0.100	-0.005343675	400
75	2	0.500	0.045152084	400
75	5	0.001	0.000308394	916
75	5	0.010	-0.000476680	916
75	5	0.100	-0.001869446	916
75	5	0.500	-0.002719699	916
75	10	0.001	0.000006098	1348
75	10	0.010	0.000576249	1348
75	10	0.100	0.002270449	1348
75	10	0.500	-0.000322796	1348
75	20	0.001	-0.000009732	2188
75	20	0.010	0.000030513	2188
75	20	0.100	-0.002794172	2188
75	20	0.500	-0.009068183	2188
75	50	0.001	-0.000016859	5668
75	50	0.010	0.000286163	5668
75	50	0.100	-0.000262891	5668
75	50	0.500	0.005031415	5668
75	100	0.001	-0.000009757	10384
75	100	0.010	0.000056087	10384
75	100	0.100	-0.000129810	10384
75	100	0.500	0.003053446	10384
75	200	0.001	-0.000015210	19024
75	200	0.010	0.000016518	19024
75	200	0.100	-0.000460656	19024
75	200	0.500	0.000001576	19024
75	500	0.001	-0.000015210	42880
75	500	0.010	-0.000019233	42880
75	500	0.100	-0.000013826	42880
75	500	0.500	-0.000123987	42880
75	1000	0.001	-0.000015210	92524
75	1000	0.010	0.000004642	92524
75	1000	0.100	0.000017595	92524
75	1000	0.500	-0.000029861	92524
76	2	0.001	0.000346065	364
76	2	0.010	0.006066560	364
76	2	0.100	-0.010060855	364
76	2	0.500	-0.015037001	364
76	5	0.001	-0.000010020	736
76	5	0.010	-0.000264559	736
76	5	0.100	-0.012244448	736
76	5	0.500	-0.002232253	736
76	10	0.001	0.000007625	1264
76	10	0.010	0.000479335	1264
76	10	0.100	-0.000980561	1264
76	10	0.500	-0.001878415	1264
76	20	0.001	-0.000018777	2164
76	20	0.010	0.000135027	2164
76	20	0.100	0.000934960	2164
76	20	0.500	0.005182587	2164
76	50	0.001	0.000022727	5440
76	50	0.010	0.000010296	5440
76	50	0.100	-0.001159181	5440
76	50	0.500	0.007031087	5440
76	100	0.001	-0.000027196	10516
76	100	0.010	-0.000076298	10516
76	100	0.100	-0.000093691	10516
76	100	0.500	-0.000586259	10516
76	200	0.001	-0.000004611	19384
76	200	0.010	-0.000042655	19384
76	200	0.100	-0.000447735	19384
76	200	0.500	-0.000105194	19384
76	500	0.001	-0.000004611	42652
76	500	0.010	-0.000034656	42652
76	500	0.100	0.000038535	42652
76	500	0.500	-0.000572716	42652
76	1000	0.001	-0.000004611	92332
76	1000	0.010	0.000005642	92332
76	1000	0.100	-0.000056544	92332
76	1000	0.500	0.000033537	92332
77	2	0.001	0.000353493	304
77	2	0.010	-0.000975423	304
77	2	0.100	-0.007634549	304
77	2	0.500	0.160955496	304
77	5	0.001	0.000182391	760
77	5	0.010	-0.000040421	760
77	5	0.100	-0.001314367	760
77	5	0.500	-0.006710545	760
77	10	0.001	0.000002147	1348
77	10	0.010	-0.000176804	1348
77	10	0.100	-0.000687120	1348
77	10	0.500	-0.028816268	1348
77	20	0.001	0.000015154	2488
77	20	0.010	0.000029363	2488
77	20	0.100	0.005440140	2488
77	20	0.500	0.010863362	2488
77	50	0.001	0.000000478	5560
77	50	0.010	-0.000011093	5560
77	50	0.100	0.001832400	5560
77	50	0.500	-0.003006864	5560
77	100	0.001	-0.000021204	10348
77	100	0.010	-0.000021762	10348
77	100	0.100	-0.000512285	10348
77	100	0.500	0.000945707	10348
77	200	0.001	-0.000001080	19156
77	200	0.010	-0.000007135	19156
77	200	0.100	-0.000351576	19156
77	200	0.500	-0.000235142	19156
77	500	0.001	-0.000001080	42472
77	500	0.010	-0.000015713	42472
77	500	0.100	-0.000132546	42472
77	500	0.500	0.000045381	42472
77	1000	0.001	-0.000001080	92200
77	1000	0.010	-0.000013642	92200
77	1000	0.100	0.000037165	92200
77	1000	0.500	-0.000008293	92200
78	2	0.001	-0.000134242	328
78	2	0.010	0.003308826	328
78	2	0.100	0.041825303	328
78	2	0.500	0.018306678	328
78	5	0.001	0.000303609	712
78	5	0.010	-0.000730122	712
78	5	0.100	0.020178483	712
78	5	0.500	0.017453225	712
78	10	0.001	-0.000042276	1216
78	10	0.010	0.001720263	1216
78	10	0.100	-0.000948745	1216
78	10	0.500	-0.004466693	1216
78	20	0.001	-0.000007976	2440
78	20	0.010	0.000101555	2440
78	20	0.100	0.000553009	2440
78	20	0.500	0.001732885	2440
78	50	0.001	-0.000019432	5524
78	50	0.010	-0.000042763	5524
78	50	0.100	-0.000129507	5524
78	50	0.500	-0.000220399	5524
78	100	0.001	0.000002060	10108
78	100	0.010	0.000057640	10108
78	100	0.100	-0.000074025	10108
78	100	0.500	-0.002178306	10108
78	200	0.001	0.000002635	19216
78	200	0.010	0.000000607	19216
78	200	0.100	0.000002855	19216
78	200	0.500	-0.000040476	19216
78	500	0.001	0.000002635	42592
78	500	0.010	-0.000029355	42592
78	500	0.100	0.000128436	42592
78	500	0.500	-0.000076075	42592
78	1000	0.001	0.000002635	92428
78	1000	0.010	-0.000008918	92428
78	1000	0.100	-0.000060220	92428
78	1000	0.500	0.000008846	92428
79	2	0.001	-0.000114894	376
79	2	0.010	-0.000546137	376
79	2	0.100	0.024485136	376
79	2	0.500	-0.031812946	376
79	5	0.001	-0.000011397	760
79	5	0.010	-0.000641621	760
79	5	0.100	-0.005763414	760
79	5	0.500	-0.001590603	760
79	10	0.001	0.000011056	1324
79	10	0.010	-0.000336902	1324
79	10	0.100	0.000046207	1324
79	10	0.500	-0.037895230	1324
79	20	0.001	-0.000002664	2188
79	20	0.010	-0.000026520	2188
79	20	0.100	-0.000364034	2188
79	20	0.500	-0.010424136	2188
79	50	0.001	-0.000013996	5812
79	50	0.010	0.000214401	5812
79	50	0.100	0.001635446	5812
79	50	0.500	0.000660122	5812
79	100	0.001	-0.000011992	10336
79	100	0.010	-0.000004506	10336
79	100	0.100	0.000163823	10336
79	100	0.500	0.002253543	10336
79	200	0.001	0.000000419	19120
79	200	0.010	-0.000010025	19120
79	200	0.100	0.000757079	19120
79	200	0.500	-0.001335299	19120
79	500	0.001	0.000000419	42268
79	500	0.010	-0.000007462	42268
79	500	0.100	-0.000012964	42268
79	500	0.500	-0.000376758	42268
79	1000	0.001	0.000000419	92440
79	1000	0.010	-0.000001355	92440
79	1000	0.100	-0.000026784	92440
79	1000	0.500	-0.000000835	92440
80	2	0.001	0.000012818	328
80	2	0.010	-0.001296440	328
80	2	0.100	0.030644055	328
80	2	0.500	-0.056010003	328
80	5	0.001	-0.000026524	712
80	5	0.010	-0.000389034	712
80	5	0.100	-0.000277783	712
80	5	0.500	-0.007754600	712
80	10	0.001	0.000000879	1228
80	10	0.010	-0.000041783	1228
80	10	0.100	0.008242135	1228
80	10	0.500	-0.020176061	1228
80	20	0.001	0.000013475	2260
80	20	0.010	0.000026217	2260
80	20	0.100	0.002266819	2260
80	20	0.500	0.003181847	2260
80	50	0.001	-0.000014200	5500
80	50	0.010	0.000133379	5500
80	50	0.100	-0.001110910	5500
80	50	0.500	-0.000281230	5500
80	100	0.001	-0.000009052	10444
80	100	0.010	-0.000041705	10444
80	100	0.100	-0.000679130	10444
80	100	0.500	-0.000008491	10444
80	200	0.001	0.000001170	19072
80	200	0.010	-0.000053047	19072
80	200	0.100	0.000027759	19072
80	200	0.500	-0.000007479	19072
80	500	0.001	0.000001170	42856
80	500	0.010	-0.000033381	42856
80	500	0.100	-0.000003214	42856
80	500	0.500	-0.000144293	42856
80	1000	0.001	0.000001170	92164
80	1000	0.010	-0.000007357	92164
80	1000	0.100	0.000058545	92164
80	1000	0.500	0.000045355	92164
81	2	0.001	0.000327084	340
81	2	0.010	-0.000056333	340
81	2	0.100	0.071925469	340
81	2	0.500	0.124092411	340
81	5	0.001	-0.000004325	748
81	5	0.010	-0.000612258	748
81	5	0.100	-0.004146120	748
81	5	0.500	0.000063735	748
81	10	0.001	0.000028090	1312
81	10	0.010	-0.000269490	1312
81	10	0.100	-0.000479996	1312
81	10	0.500	0.001150016	1312
81	20	0.001	-0.000018404	2320
81	20	0.010	0.000128553	2320
81	20	0.100	0.004916642	2320
81	20	0.500	-0.000801960	2320
81	50	0.001	-0.000007882	5776
81	50	0.010	0.000005153	5776
81	50	0.100	-0.000028807	5776
81	50	0.500	0.000902489	5776
81	100	0.001	0.000010365	10384
81	100	0.010	-0.000035779	10384
81	100	0.100	-0.000005732	10384
81	100	0.500	-0.000009215	10384
81	200	0.001	0.000001506	19396
81	200	0.010	-0.000015418	19396
81	200	0.100	0.000045030	19396
81	200	0.500	-0.000033955	19396
81	500	0.001	0.000001506	43024
81	500	0.010	-0.000031110	43024
81	500	0.100	-0.000033869	43024
81	500	0.500	0.000141663	43024
81	1000	0.001	0.000001506	92356
81	1000	0.010	-0.000029981	92356
81	1000	0.100	-0.000030082	92356
81	1000	0.500	0.000002319	92356
82	2	0.001	-0.000136284	400
82	2	0.010	0.003531491	400
82	2	0.100	0.062968211	400
82	2	0.500	0.116576991	400
82	5	0.001	0.000230207	748
82	5	0.010	-0.000211179	748
82	5	0.100	-0.003043712	748
82	5	0.500	0.000273856	748
82	10	0.001	0.000003248	1444
82	10	0.010	-0.000542026	1444
82	10	0.100	0.002888712	1444
82	10	0.500	0.022883121	1444
82	20	0.001	0.000012081	2236
82	20	0.010	0.000649521	2236
82	20	0.100	0.000000829	2236
82	20	0.500	0.002599016	2236
82	50	0.001	0.000006587	5416
82	50	0.010	0.000001926	5416
82	50	0.100	-0.001471150	5416
82	50	0.500	-0.000119688	5416
82	100	0.001	-0.000006312	10384
82	100	0.010	0.000058310	10384
82	100	0.100	-0.000034066	10384
82	100	0.500	0.001747096	10384
82	200	0.001	0.000001845	18940
82	200	0.010	-0.000000870	18940
82	200	0.100	0.000136655	18940
82	200	0.500	-0.000776476	18940
82	500	0.001	0.000001845	42772
82	500	0.010	-0.000020432	42772
82	500	0.100	-0.000047351	42772
82	500	0.500	0.000219907	42772
82	1000	0.001	0.000001845	92452
82	1000	0.010	-0.000014148	92452
82	1000	0.100	0.000000326	92452
82	1000	0.500	-0.000008963	92452
83	2	0.001	-0.000146723	328
83	2	0.010	-0.001006337	328
83	2	0.100	-0.006359682	328
83	2	0.500	-0.001813223	328
83	5	0.001	-0.000061881	724
83	5	0.010	0.000087848	724
83	5	0.100	-0.001050920	724
83	5	0.500	0.049651282	724
83	10	0.001	-0.000015568	1288
83	10	0.010	-0.000252232	1288
83	10	0.100	-0.004049977	1288
83	10	0.500	-0.002365412	1288
83	20	0.001	0.000000078	2332
83	20	0.010	0.000068198	2332
83	20	0.100	-0.000410393	2332
83	20	0.500	-0.001203409	2332
83	50	0.001	-0.000019830	5428
83	50	0.010	0.000108299	5428
83	50	0.100	-0.001431484	5428
83	50	0.500	-0.003702765	5428
83	100	0.001	0.000004155	10168
83	100	0.010	-0.000012367	10168
83	100	0.100	-0.000432818	10168
83	100	0.500	-0.001473325	10168
83	200	0.001	-0.000009746	19192
83	200	0.010	0.000044644	19192
83	200	0.100	-0.000126088	19192
83	200	0.500	0.000430687	19192
83	500	0.001	-0.000009746	42916
83	500	0.010	-0.000007452	42916
83	500	0.100	-0.000048475	42916
83	500	0.500	-0.000229616	42916
83	1000	0.001	-0.000009746	92296
83	1000	0.010	-0.000006586	92296
83	1000	0.100	0.000015327	92296
83	1000	0.500	0.000029191	92296
84	2	0.001	-0.000134658	340
84	2	0.010	0.003948708	340
84	2	0.100	0.007548285	340
84	2	0.500	-0.021760342	340
84	5	0.001	-0.000010073	724
84	5	0.010	-0.000442004	724
84	5	0.100	-0.003274676	724
84	5	0.500	0.008085647	724
84	10	0.001	-0.000020951	1192
84	10	0.010	0.001060173	1192
84	10	0.100	-0.001109595	1192
84	10	0.500	0.001878846	1192
84	20	0.001	-0.000023461	2356
84	20	0.010	0.000099198	2356
84	20	0.100	0.000133453	2356
84	20	0.500	-0.000886927	2356
84	50	0.001	-0.000023580	5320
84	50	0.010	-0.000082151	5320
84	50	0.100	0.002118268	5320
84	50	0.500	0.001835353	5320
84	100	0.001	-0.000003988	10552
84	100	0.010	-0.000013049	10552
84	100	0.100	-0.000085685	10552
84	100	0.500	0.000056292	10552
84	200	0.001	0.000003610	19876
84	200	0.010	0.000010813	19876
84	200	0.100	-0.000057000	19876
84	200	0.500	-0.000630264	19876
84	500	0.001	0.000003610	43072
84	500	0.010	-0.000001051	43072
84	500	0.100	0.000000173	43072
84	500	0.500	-0.000051735	43072
84	1000	0.001	0.000003610	92380
84	1000	0.010	-0.000000350	92380
84	1000	0.100	-0.000019284	92380
84	1000	0.500	0.000038241	92380
85	2	0.001	-0.000156555	328
85	2	0.010	0.008325346	328
85	2	0.100	-0.011834528	328
85	2	0.500	-0.018155699	328
85	5	0.001	-0.000077288	832
85	5	0.010	-0.000136009	832
85	5	0.100	-0.001231155	832
85	5	0.500	-0.036426345	832
85	10	0.001	-0.000011738	1288
85	10	0.010	-0.000239187	1288
85	10	0.100	-0.000028880	1288
85	10	0.500	-0.000118929	1288
85	20	0.001	-0.000040878	2152
85	20	0.010	-0.000566491	2152
85	20	0.100	-0.000614762	2152
85	20	0.500	0.001614536	2152
85	50	0.001	-0.000012706	5404
85	50	0.010	-0.000006499	5404
85	50	0.100	-0.000043499	5404
85	50	0.500	-0.000308843	5404
85	100	0.001	-0.000011979	10276
85	100	0.010	0.000018082	10276
85	100	0.100	0.000150343	10276
85	100	0.500	-0.000243433	10276
85	200	0.001	-0.000001402	19156
85	200	0.010	0.000007409	19156
85	200	0.100	0.000006952	19156
85	200	0.500	-0.000032847	19156
85	500	0.001	-0.000001402	43204
85	500	0.010	-0.000003193	43204
85	500	0.100	0.000051506	43204
85	500	0.500	-0.000426205	43204
85	1000	0.001	-0.000001402	92176
85	1000	0.010	-0.000000154	92176
85	1000	0.100	0.000000720	92176
85	1000	0.500	-0.000014976	92176
86	2	0.001	0.000445035	412
86	2	0.010	-0.000413356	412
86	2	0.100	-0.003735492	412
86	2	0.500	-0.003043536	412
86	5	0.001	0.000293593	712
86	5	0.010	0.000035699	712
86	5	0.100	0.000930229	712
86	5	0.500	0.050054893	712
86	10	0.001	-0.000008668	1192
86	10	0.010	0.000138564	1192
86	10	0.100	-0.001423113	1192
86	10	0.500	-0.030804425	1192
86	20	0.001	-0.000006460	2116
86	20	0.010	0.000342814	2116
86	20	0.100	-0.000311152	2116
86	20	0.500	-0.001345679	2116
86	50	0.001	-0.000013213	5320
86	50	0.010	0.000013471	5320
86	50	0.100	0.002081823	5320
86	50	0.500	0.000735964	5320
86	100	0.001	-0.000007565	10408
86	100	0.010	-0.000007182	10408
86	100	0.100	-0.000075268	10408
86	100	0.500	-0.000478498	10408
86	200	0.001	-0.000006692	19840
86	200	0.010	0.000027003	19840
86	200	0.100	0.000102360	19840
86	200	0.500	0.000093447	19840
86	500	0.001	-0.000006692	42760
86	500	0.010	-0.000001731	42760
86	500	0.100	-0.000023587	42760
86	500	0.500	-0.000223669	42760
86	1000	0.001	-0.000006692	92524
86	1000	0.010	-0.000000071	92524
86	1000	0.100	-0.000015238	92524
86	1000	0.500	-0.000027271	92524
87	2	0.001	0.000486934	352
87	2	0.010	0.008911894	352
87	2	0.100	0.052527278	352
87	2	0.500	0.000622481	352
87	5	0.001	0.000208947	748
87	5	0.010	-0.000579941	748
87	5	0.100	-0.001665486	748
87	5	0.500	0.031311400	748
87	10	0.001	0.000007550	1240
87	10	0.010	-0.000185336	1240
87	10	0.100	-0.000573443	1240
87	10	0.500	0.031265180	1240
87	20	0.001	-0.000005867	2512
87	20	0.010	-0.000387067	2512
87	20	0.100	0.005713289	2512
87	20	0.500	0.008924460	2512
87	50	0.001	-0.000000405	5404
87	50	0.010	0.000247763	5404
87	50	0.100	-0.001679764	5404
87	50	0.500	0.000416287	5404
87	100	0.001	-0.000011709	10072
87	100	0.010	0.000004792	10072
87	100	0.100	-0.000976064	10072
87	100	0.500	0.001453485	10072
87	200	0.001	-0.000011236	19036
87	200	0.010	0.000008560	19036
87	200	0.100	0.000014254	19036
87	200	0.500	-0.000722034	19036
87	500	0.001	-0.000011236	42940
87	500	0.010	-0.000012462	42940
87	500	0.100	-0.000008755	42940
87	500	0.500	-0.000294571	42940
87	1000	0.001	-0.000011236	91816
87	1000	0.010	0.000000267	91816
87	1000	0.100	-0.000020097	91816
87	1000	0.500	0.000013769	91816
88	2	0.001	0.000527265	316
88	2	0.010	0.002213994	316
88	2	0.100	-0.004324863	316
88	2	0.500	-0.034406876	316
88	5	0.001	0.000049153	628
88	5	0.010	-0.000449107	628
88	5	0.100	0.005885269	628
88	5	0.500	0.042338356	628
88	10	0.001	-0.000077381	1192
88	10	0.010	0.000318777	1192
88	10	0.100	-0.000577129	1192
88	10	0.500	0.015690390	1192
88	20	0.001	-0.000003557	2404
88	20	0.010	-0.000047963	2404
88	20	0.100	-0.003205260	2404
88	20	0.500	0.005821628	2404
88	50	0.001	-0.000006349	5620
88	50	0.010	0.000212651	5620
88	50	0.100	-0.000086574	5620
88	50	0.500	0.000556573	5620
88	100	0.001	-0.000010654	10348
88	100	0.010	0.000041223	10348
88	100	0.100	-0.000148517	10348
88	100	0.500	-0.000002217	10348
88	200	0.001	-0.000000952	19144
88	200	0.010	-0.000019106	19144
88	200	0.100	-0.000092142	19144
88	200	0.500	-0.000413507	19144
88	500	0.001	-0.000000952	42328
88	500	0.010	0.000003171	42328
88	500	0.100	-0.000044630	42328
88	500	0.500	0.000363478	42328
88	1000	0.001	-0.000000952	92392
88	1000	0.010	-0.000010928	92392
